chr	start	end
16	55189757	55623080
16	55623081	56345396
16	56345397	56985139
16	56985140	57324070
16	57324071	57728400
16	57728401	58365078
16	58365079	59023897
16	59023898	59885737
16	59885738	60917850
16	60917851	62225435
16	62225436	62698967
16	62698968	63990662
16	63990663	65287388
16	65287389	65910358
16	65910359	66485542
16	66485543	69542066
16	69542067	71101206
16	71101207	73071637
16	73071638	73466879
16	73466880	73820925
16	73820926	74735148
16	74735149	75521030
16	75521031	76524112
16	76524113	77336884
16	77336885	77819425
16	77819426	78168850
16	78168851	78623423
16	78623424	78947029
16	78947030	79014759
16	79014760	79156742
16	79156743	79552225
16	79552226	79942877
16	79942878	80554948
16	80554949	81086330
16	81086331	81326238
16	81326239	81683472
16	81683473	81916638
16	81916639	82412067
16	82412068	82678369
16	82678370	83079828
16	83079829	83308001
16	83308002	83651685
16	83651686	83995250
16	83995251	84285517
16	84285518	84465166
16	84465167	84672289
16	84672290	84978830
16	84978831	85213925
16	85213926	85452695
16	85452696	85613343
16	85613344	85675016
16	85675017	86019641
16	86019642	86156860
16	86156861	86440574
16	86440575	86733730
16	86733731	86929340
16	86929341	87200035
16	87200036	87837780
16	87837781	88225058
16	88225059	88506741
16	88506742	88964934
16	88964935	90108832
16	90163589	536870911
17	1	149172
17	149173	736927
17	736928	873086
17	873087	1096930
17	1096931	1501948
17	1501949	1813507
17	1813508	2629170
17	2629171	2846682
17	2846683	3395543
17	3395544	3751857
17	3751858	4385503
17	4385504	4626354
17	4626355	5454459
17	5454460	5801331
17	5801332	6022961
17	6022962	6365913
17	6365914	6798378
17	6798379	7239911
17	7239912	7923564
17	7923565	8555647
17	8555648	8904563
17	8904564	9193945
17	9193946	9607563
17	9607564	9750310
17	9750311	9964932
17	9964933	10157297
17	10157298	10723446
17	10723447	11035599
17	11035600	11341576
17	11341577	11778240
17	11778241	12340338
17	12340339	12664400
17	12664401	13000883
17	13000884	13301747
17	13301748	13625425
17	13625426	13815595
17	13815596	14252723
17	14252724	14503633
17	14503634	14822052
17	14822053	15063832
17	15063833	15671944
17	15671945	16836425
17	16836426	17421187
17	17421188	18855486
17	18855487	20677957
17	20677958	21428752
17	21428753	26743793
17	26743794	28661392
17	28661393	30046691
17	30046692	30901250
17	30901251	31694078
17	31694079	32011707
17	32011708	32339662
17	32339663	32754851
17	32754852	32985006
17	32985007	33824903
17	33824904	34470690
17	34470691	35156778
17	35156779	35737415
17	35737416	36180298
17	36180299	36922510
17	36922511	38388040
17	38388041	39666594
17	39666595	40394090
17	40394091	42055210
17	42055211	43332365
17	43332366	45307359
17	45307360	47039132
17	47039133	47603099
17	47603100	48195818
17	48195819	48610732
17	48610733	49446896
17	49446897	50211542
17	50211543	52100977
17	52100978	53274736
17	53274737	53737471
17	53737472	54301223
17	54301224	54833348
17	54833349	55249887
17	55249888	55604585
17	55604586	55932988
17	55932989	56777148
17	56777149	59314026
17	59314027	59584889
17	59584890	60904812
17	60904813	62494139
17	62494140	63166080
17	63166081	63564505
17	63564506	64436201
17	64436202	65012762
17	65012763	65573439
17	65573440	66318466
17	66318467	66757572
17	66757573	67527626
17	67527627	68256351
17	68256352	69075359
17	69075360	69547287
17	69547288	70246323
17	70246324	70499420
17	70499421	70903678
17	70903679	71085491
17	71085492	71411088
17	71411089	71730451
17	71730452	72004495
17	72004496	72174922
17	72174923	72608926
17	72608927	73228236
17	73228237	74189717
17	74189718	74858608
17	74858609	75060895
17	75060896	75475954
17	75475955	75616931
17	75616932	76126607
17	76126608	76353793
17	76353794	76596275
17	76596276	76977466
17	76977467	77210156
17	77210157	77326999
17	77327000	77545109
17	77545110	77926297
17	77926298	78427740
17	78427741	78999828
17	78999829	79687893
17	79687894	80459385
17	80459386	536870911
18	1	394946
18	394947	620089
18	620090	910635
18	910636	1469688
18	1469689	1977721
18	1977722	2279754
18	2279755	2841862
18	2841863	3008046
18	3008047	3347813
18	3347814	3520555
18	3520556	3725553
18	3725554	4040855
18	4040856	4341863
18	4341864	4588179
18	4588180	5084755
18	5084756	5349100
18	5349101	5796684
18	5796685	6044806
18	6044807	6432709
18	6432710	6650586
18	6650587	6956393
18	6956394	7131234
18	7131235	7383260
18	7383261	7924976
18	7924977	8414345
18	8414346	8657546
18	8657547	8826083
18	8826084	9653348
18	9653349	9838928
18	9838929	10113319
18	10113320	10313183
18	10313184	10565920
18	10565921	11048468
18	11048469	11230579
18	11230580	11607467
18	11607468	12009016
18	12009017	12924312
18	12924313	13522062
18	13522063	14184684
18	14184685	15204561
18	15204562	19995731
18	19995732	21622994
18	21622995	22119829
18	22119830	22897762
18	22897763	24022964
18	24022965	24362758
18	24362759	25146618
18	25146619	26257943
18	26257944	27503200
18	27503201	28720397
18	28720398	29368075
18	29368076	30264100
18	30264101	32341898
18	32341899	33683691
18	33683692	34882540
18	34882541	35891422
18	35891423	37685765
18	37685766	39134720
18	39134721	40471878
18	40471879	42307705
18	42307706	43144684
18	43144685	43961411
18	43961412	44940201
18	44940202	45591325
18	45591326	45875517
18	45875518	46347068
18	46347069	47148299
18	47148300	48153603
18	48153604	48666945
18	48666946	49478180
18	49478181	50356760
18	50356761	52715175
18	52715176	53946682
18	53946683	55111484
18	55111485	55513044
18	55513045	55846535
18	55846536	56528896
18	56528897	56943339
18	56943340	57376452
18	57376453	57728779
18	57728780	59020751
18	59020752	59414200
18	59414201	60086092
18	60086093	60878883
18	60878884	61176566
18	61176567	61823495
18	61823496	62549069
18	62549070	63469241
18	63469242	64851887
18	64851888	65319007
18	65319008	65939134
18	65939135	66408427
18	66408428	67153950
18	67153951	67511067
18	67511068	68046681
18	68046682	68812009
18	68812010	69363603
18	69363604	70094707
18	70094708	70531818
18	70531819	70961585
18	70961586	71372169
18	71372170	71503390
18	71503391	71873652
18	71873653	72184237
18	72184238	72836420
18	72836421	73135383
18	73135384	73693538
18	73693539	74080456
18	74080457	74331870
18	74331871	74710059
18	74710060	74968556
18	74968557	75218141
18	75218142	75604205
18	75604206	76008166
18	76008167	76433616
18	76433617	77149806
18	77149807	77550145
18	77550146	536870911
19	1	484650
19	484651	638853
19	638854	812801
19	812802	1090803
19	1090804	1341509
19	1341510	1673509
19	1673510	1922599
19	1922600	2360854
19	2360855	2610822
19	2610823	2962465
19	2962466	3133869
19	3133870	3382274
19	3382275	3715419
19	3715420	3970435
19	3970436	4350311
19	4350312	4742238
19	4742239	5261506
19	5261507	5518860
19	5518861	6204129
19	6204130	6568338
19	6568339	6796722
19	6796723	6970995
19	6970996	7267939
19	7267940	7730128
19	7730129	7879813
19	7879814	8336410
19	8336411	8821718
19	8821719	9246205
19	9246206	10111065
19	10111066	10625796
19	10625797	11521204
19	11521205	12496934
19	12496935	13306790
19	13306791	13674239
19	13674240	14162676
19	14162677	14614403
19	14614404	15099473
19	15099474	15648148
19	15648149	16254422
19	16254423	16855265
19	16855266	17258828
19	17258829	17753239
19	17753240	17952592
19	17952593	18508888
19	18508889	19297292
19	19297293	20647550
19	20647551	22730026
19	22730027	28556910
19	28556911	29673143
19	29673144	30236264
19	30236265	30904659
19	30904660	31383225
19	31383226	32166846
19	32166847	32996606
19	32996607	33726810
19	33726811	34142410
19	34142411	34445369
19	34445370	35465897
19	35465898	35696724
19	35696725	36079704
19	36079705	37437106
19	37437107	39381831
19	39381832	39913558
19	39913559	40971650
19	40971651	41540285
19	41540286	42130978
19	42130979	43858317
19	43858318	44280478
19	44280479	45195313
19	45195314	45444366
19	45444367	46098885
19	46098886	46767173
19	46767174	47168129
19	47168130	47600593
19	47600594	48292018
19	48292019	48571026
19	48571027	49094856
19	49094857	49554132
19	49554133	50187111
19	50187112	50710969
19	50710970	51108312
19	51108313	51278589
19	51278590	51477528
19	51477529	51592564
19	51592565	51902327
19	51902328	52218926
19	52218927	52895885
19	52895886	53252517
19	53252518	53445663
19	53445664	53804098
19	53804099	54096412
19	54096413	54177273
19	54177274	54337580
19	54337581	54514086
19	54514087	54743056
19	54743057	54930361
19	54930362	55200882
19	55200883	55657041
19	55657042	56009881
19	56009882	56369314
19	56369315	56651323
19	56651324	56900486
19	56900487	57397510
19	57397511	57600849
19	57600850	58536866
19	58536867	536870911
20	1	347908
20	347909	593318
20	593319	775842
20	775843	894722
20	894723	1041962
20	1041963	1721450
20	1721451	1946229
20	1946230	2311344
20	2311345	2573486
20	2573487	3084593
20	3084594	3786637
20	3786638	4157600
20	4157601	4516230
20	4516231	4795152
20	4795153	5042089
20	5042090	5229261
20	5229262	5449373
20	5449374	5694295
20	5694296	5865636
20	5865637	6637234
20	6637235	6813845
20	6813846	7227164
20	7227165	7956475
20	7956476	8525949
20	8525950	9033714
20	9033715	9499381
20	9499382	9959412
20	9959413	10282027
20	10282028	10895512
20	10895513	11245328
20	11245329	12011371
20	12011372	12637696
20	12637697	13071871
20	13071872	13688842
20	13688843	15147150
20	15147151	15543368
20	15543369	15691125
20	15691126	16076525
20	16076526	16730522
20	16730523	17451220
20	17451221	17853250
20	17853251	18346206
20	18346207	18994832
20	18994833	19616837
20	19616838	19917350
20	19917351	20381302
20	20381303	22306326
20	22306327	22966362
20	22966363	23965491
20	23965492	24717365
20	24717366	31046567
20	31046568	31916073
20	31916074	35505723
20	35505724	36553510
20	36553511	37012010
20	37012011	38436593
20	38436594	39234837
20	39234838	40377147
20	40377148	40992527
20	40992528	41399171
20	41399172	41842826
20	41842827	42386824
20	42386825	42839620
20	42839621	43387716
20	43387717	44201879
20	44201880	45119670
20	45119671	45580354
20	45580355	46080276
20	46080277	46576714
20	46576715	46918537
20	46918538	47501776
20	47501777	48428202
20	48428203	49241945
20	49241946	49778985
20	49778986	50104864
20	50104865	50580276
20	50580277	51390385
20	51390386	51885312
20	51885313	52254491
20	52254492	52526840
20	52526841	52977135
20	52977136	53619270
20	53619271	54089680
20	54089681	54545987
20	54545988	55115484
20	55115485	55355434
20	55355435	55595951
20	55595952	56137834
20	56137835	56291838
20	56291839	56556594
20	56556595	57040931
20	57040932	57208104
20	57208105	57877938
20	57877939	58088597
20	58088598	58382649
20	58382650	58783785
20	58783786	59361382
20	59361383	59559273
20	59559274	59767830
20	59767831	60121896
20	60121897	60339324
20	60339325	60649522
20	60649523	61298966
20	61298967	61504725
20	61504726	61994264
20	61994265	62489027
20	62489028	536870911
21	1	14886814
21	14886815	15586875
21	15586876	16091186
21	16091187	16440190
21	16440191	16843298
21	16843299	17558787
21	17558788	17828046
21	17828047	17864098
21	17864099	18050165
21	18050166	18461068
21	18461069	19039522
21	19039523	19479731
21	19479732	19658241
21	19658242	20198061
21	20198062	20922960
21	20922961	21642673
21	21642674	21907111
21	21907112	22200200
21	22200201	22887260
21	22887261	23505652
21	23505653	24695405
21	24695406	25250947
21	25250948	25900746
21	25900747	26509668
21	26509669	27793805
21	27793806	28095992
21	28095993	28564141
21	28564142	28930833
21	28930834	29518528
21	29518529	31196254
21	31196255	32214655
21	32214656	32741108
21	32741109	33325997
21	33325998	33868483
21	33868484	34542787
21	34542788	35424810
21	35424811	36011213
21	36011214	36338916
21	36338917	36689996
21	36689997	37836378
21	37836379	38149390
21	38149391	39091124
21	39091125	39657027
21	39657028	40116044
21	40116045	40481524
21	40481525	41110282
21	41110283	41387845
21	41387846	41916402
21	41916403	42224120
21	42224121	42545250
21	42545251	42865324
21	42865325	43139598
21	43139599	43443498
21	43443499	43727683
21	43727684	44071939
21	44071940	44596272
21	44596273	45133868
21	45133869	45938363
21	45938364	46335580
21	46335581	46777491
21	46777492	47491014
21	47491015	536870911
22	1	16252600
22	16252601	17089639
22	17089640	17571604
22	17571605	17718606
22	17718607	17823261
22	17823262	18061337
22	18061338	18540954
22	18540955	19139368
22	19139369	19685895
22	19685896	20192587
22	20192588	20378905
22	20378906	20967333
22	20967334	21376092
22	21376093	22357484
22	22357485	22599537
22	22599538	23022027
22	23022028	23229190
22	23229191	23717650
22	23717651	23950646
22	23950647	25074207
22	25074208	25425282
22	25425283	25930784
22	25930785	26329339
22	26329340	26666059
22	26666060	27137135
22	27137136	27297757
22	27297758	27486978
22	27486979	27676577
22	27676578	27831792
22	27831793	28129776
22	28129777	29457141
22	29457142	31060982
22	31060983	32664241
22	32664242	32952012
22	32952013	33517081
22	33517082	33997551
22	33997552	34799370
22	34799371	35756009
22	35756010	36452745
22	36452746	36907098
22	36907099	37246329
22	37246330	37542762
22	37542763	37782938
22	37782939	38614933
22	38614934	39409445
22	39409446	39942090
22	39942091	42691296
22	42691297	43573946
22	43573947	44321149
22	44321150	44522833
22	44522834	44755650
22	44755651	45011691
22	45011692	45188420
22	45188421	45497395
22	45497396	45941476
22	45941477	46512835
22	46512836	46926701
22	46926702	47566909
22	47566910	47937891
22	47937892	48271771
22	48271772	48646477
22	48646478	48747919
22	48747920	49070189
22	49070190	49349501
22	49349502	49592082
22	49592083	49777002
22	49777003	49910517
22	49910518	50835040
22	50835041	536870911
